citations,Symbol,Synonyms
1,LOC130062561,-
1,LOC130062562,-
1,LOC130062563,-
1,LOC130062564,-
1,LOC130062565,-
1,LOC130062566,-
1,LOC130062567,-
1,LOC130062568,-
1,LOC130062569,-
1,LOC130062570,-
1,LOC130062571,-
1,LOC130062572,-
1,LOC130062573,-
1,LOC130062574,-
1,LOC130062575,-
1,LOC130062576,-
1,LOC130062577,-
1,LOC130062578,-
1,LOC130062579,-
1,LOC130062580,-
1,LOC130062581,-
1,LOC130062582,-
1,LOC130062583,-
1,LOC130062584,-
1,LOC130062585,-
1,LOC130062586,-
1,LOC130062587,-
1,LOC130062588,-
1,LOC130062589,-
1,LOC130062590,-
1,LOC130062591,-
1,LOC130062592,-
1,LOC130062593,-
1,LOC130062594,-
1,LOC130062595,-
1,LOC130062596,-
1,LOC130062597,-
1,LOC130062598,-
1,LOC130062599,-
1,LOC130062600,-
1,LOC130062601,-
1,LOC130062602,-
1,LOC130062603,-
1,LOC130062604,-
1,LOC130062605,-
1,LOC130062606,-
1,LOC130062607,-
1,LOC130062608,-
1,LOC130062609,-
1,LOC130062610,-
1,LOC130062611,-
1,LOC130062612,-
1,LOC130062613,-
1,LOC130062614,-
1,LOC130062615,-
1,LOC130062616,-
1,LOC130062617,-
1,LOC130062618,-
1,LOC130062619,-
1,LOC130062620,-
1,LOC130062621,-
1,LOC130062622,-
1,LOC130062623,-
1,LOC130062624,-
1,LOC130062625,-
1,LOC130062626,-
1,LOC130062627,-
1,LOC130062628,-
1,LOC130062629,-
1,LOC130062630,-
1,LOC130062631,-
1,LOC130062632,-
1,LOC130062633,-
1,LOC130062634,-
1,LOC130062635,-
1,LOC130062636,-
1,LOC130062637,-
1,LOC130062638,-
1,LOC130062639,-
1,LOC130062640,-
1,LOC130062641,-
1,LOC130062642,-
1,LOC130062643,-
1,LOC130062644,-
1,LOC130062645,-
1,LOC130062646,-
1,LOC130062647,-
1,LOC130062648,-
1,LOC130062649,-
1,LOC130062650,-
1,LOC130062651,-
1,LOC130062652,-
1,LOC130062653,-
1,LOC130062654,-
1,LOC130062655,-
1,LOC130062656,-
1,LOC130062657,-
1,LOC130062658,-
1,LOC130062659,-
1,LOC130062660,-
1,LOC130062661,-
1,LOC130062662,-
1,LOC130062663,-
1,LOC130062664,-
1,LOC130062665,-
1,LOC130062666,-
1,LOC130062667,-
1,LOC130062668,-
1,LOC130062669,-
1,LOC130062670,-
1,LOC130062671,-
1,LOC130062672,-
1,LOC130062673,-
1,LOC130062674,-
1,LOC130062675,-
1,LOC130062676,-
1,LOC130062677,-
1,LOC130062678,-
1,LOC130062679,-
1,LOC130062680,-
1,LOC130062681,-
1,LOC130062682,-
1,LOC130062683,-
1,LOC130062684,-
1,LOC130062685,-
1,LOC130062686,-
1,LOC130062687,-
1,LOC130062688,-
1,LOC130062689,-
1,LOC130062690,-
1,LOC130062691,-
1,LOC130062692,-
1,LOC130062693,-
1,LOC130062694,-
1,LOC130062695,-
1,LOC130062696,-
1,LOC130062697,-
1,LOC130062698,-
1,LOC130062699,-
1,LOC130062700,-
1,LOC130062701,-
1,LOC130062702,-
1,LOC130062703,-
1,LOC130062704,-
1,LOC130062705,-
1,LOC130062706,-
1,LOC130062707,-
1,LOC130062708,-
1,LOC130062709,-
1,LOC130062710,-
1,LOC130062711,-
1,LOC130062712,-
1,LOC130062713,-
1,LOC130062714,-
1,LOC130062715,-
1,LOC130062716,-
1,LOC130062717,-
1,LOC130062718,-
1,LOC130062719,-
1,LOC130062720,-
1,LOC130062721,-
1,LOC130062722,-
1,LOC130062723,-
1,LOC130062724,-
1,LOC130062725,-
1,LOC130062726,-
1,LOC130062727,-
1,LOC130062728,-
1,LOC130062729,-
1,LOC130062730,-
1,LOC130062731,-
1,LOC130062732,-
1,LOC130062733,-
1,LOC130062734,-
1,LOC130062735,-
1,LOC130062736,-
1,LOC130062737,-
1,LOC130062738,-
1,LOC130062739,-
1,LOC130062740,-
1,LOC130062741,-
1,LOC130062742,-
1,LOC130062743,-
1,LOC130062744,-
1,LOC130062745,-
1,LOC130062746,-
1,LOC130062747,-
1,LOC130062748,-
1,LOC130062749,-
1,LOC130062750,-
1,LOC130062751,-
1,LOC130062752,-
1,LOC130062753,-
1,LOC130062754,-
1,LOC130062755,-
1,LOC130062756,-
1,LOC130062757,-
1,LOC130062758,-
1,LOC130062759,-
1,LOC130062760,-
1,LOC130062761,-
1,LOC130062762,-
1,LOC130062763,-
1,LOC130062764,-
1,LOC130062765,-
1,LOC130062766,-
1,LOC130062767,-
1,LOC130062768,-
1,LOC130062769,-
1,LOC130062770,-
1,LOC130062771,-
1,LOC130062772,-
1,LOC130062773,-
1,LOC130062774,-
1,LOC130062775,-
1,LOC130062776,-
1,LOC130062777,-
1,LOC130062778,-
1,LOC130062779,-
1,LOC130062780,-
1,LOC130062781,-
1,LOC130062782,-
1,LOC130062783,-
1,LOC130062784,-
1,LOC130062785,-
1,LOC130062786,-
1,LOC130062787,-
1,LOC130062788,-
1,LOC130062789,-
1,LOC130062790,-
1,LOC130062791,-
1,LOC130062792,-
1,LOC130062793,-
1,LOC130062794,-
1,LOC130062795,-
1,LOC130062796,-
1,LOC130062797,-
1,LOC130062798,-
1,LOC130062799,-
1,LOC130062800,-
1,LOC130062801,-
1,LOC130062802,-
1,LOC130062803,-
1,LOC130062804,-
1,LOC130062805,-
1,LOC130062806,-
1,LOC130062811,-
1,LOC130062812,-
1,LOC130062813,-
1,LOC130062814,-
1,LOC130062815,-
1,LOC130062816,-
1,LOC130062817,-
1,LOC130062818,-
1,LOC130062819,-
1,LOC130062820,-
1,LOC130062821,-
1,LOC130062822,-
1,LOC130062823,-
1,LOC130062824,-
1,LOC130062825,-
1,LOC130062826,-
1,LOC130062827,-
1,LOC130062828,-
1,LOC130062829,-
1,LOC130062830,-
1,LOC130062831,-
1,LOC130062832,-
1,LOC130062833,-
1,LOC130062834,-
1,LOC130062835,-
1,LOC130062836,-
1,LOC130062837,-
1,LOC130062838,-
1,LOC130062839,-
1,LOC130062840,-
1,LOC130062841,-
1,LOC130062842,-
1,LOC130062843,-
1,LOC130062844,-
1,LOC130062845,-
1,LOC130062846,-
1,LOC130062847,-
1,LOC130062848,-
1,LOC130062849,-
1,LOC130062850,-
1,LOC130062851,-
1,LOC130062852,-
1,LOC130062853,-
1,LOC130062854,-
1,LOC130062855,-
1,LOC130062856,-
1,LOC130062857,-
1,LOC130062858,-
1,LOC130062859,-
1,LOC130062860,-
1,LOC130062861,-
1,LOC130062862,-
1,LOC130062863,-
1,LOC130062864,-
1,LOC130062865,-
1,LOC130062866,-
1,LOC130062867,-
1,LOC130062868,-
1,LOC130062869,-
1,LOC130062870,-
1,LOC130062871,-
1,LOC130062872,-
1,LOC130062873,-
1,LOC130062874,-
1,LOC130062875,-
1,LOC130062876,-
1,LOC130062877,-
1,LOC130062878,-
1,LOC130062879,-
1,LOC130062880,-
1,LOC130062881,-
1,LOC130062882,-
1,LOC130062883,-
1,LOC130062884,-
1,LOC130062885,-
1,LOC130062886,-
1,LOC130062887,-
1,LOC130062888,-
1,LOC130062889,-
1,LOC130062890,-
1,LOC130062891,-
1,LOC130062892,-
1,LOC130062893,-
1,LOC130062894,-
1,LOC130062895,-
1,LOC130062896,-
1,LOC130062897,-
1,LOC130062898,-
1,LOC130062899,-
1,LOC130062900,-
1,LOC130062901,-
1,LOC130062902,-
1,LOC130062903,-
1,LOC130062904,-
1,LOC130062905,-
1,LOC130062906,-
1,LOC130062907,-
1,LOC130062908,-
1,LOC130062909,-
1,LOC130062910,-
1,LOC130062911,-
1,LOC130062912,-
1,LOC130062913,-
1,LOC130062914,-
1,LOC130062915,-
1,LOC130062916,-
1,LOC130062917,-
1,LOC130062918,-
1,LOC130062919,-
1,LOC130062920,-
1,LOC130062921,-
1,LOC130062922,-
1,LOC130062923,-
1,LOC130062924,-
1,LOC130062925,-
1,LOC130062926,-
1,LOC130062927,-
1,LOC130062928,-
1,LOC130062929,-
1,LOC130062930,-
1,LOC130062931,-
1,LOC130062932,-
1,LOC130062933,-
1,LOC130062934,-
1,LOC130062935,-
1,LOC130062936,-
1,LOC130062937,-
1,LOC130062938,-
1,LOC130062939,-
1,LOC130062940,-
1,LOC130062941,-
1,LOC130062942,-
1,LOC130062943,-
1,LOC130062944,-
1,LOC130062945,-
1,LOC130062946,-
1,LOC130062947,-
1,LOC130062948,-
1,LOC130062949,-
1,LOC130062950,-
1,LOC130062951,-
1,LOC130062952,-
1,LOC130062953,-
1,LOC130062954,-
1,LOC130062955,-
1,LOC130062956,-
1,LOC130062957,-
1,LOC130062958,-
1,LOC130062959,-
1,LOC130062960,-
1,LOC130062961,-
1,LOC130062962,-
1,LOC130062963,-
1,LOC130062964,-
1,LOC130062965,-
1,LOC130062966,-
1,LOC130062967,-
1,LOC130062968,-
1,LOC130062969,-
1,LOC130062970,-
1,LOC130062971,-
1,LOC130062972,-
1,LOC130062973,-
1,LOC130062974,-
1,LOC130062975,-
1,LOC130062976,-
1,LOC130062977,-
1,LOC130062978,-
1,LOC130062979,-
1,LOC130062980,-
1,LOC130062981,-
1,LOC130062982,-
1,LOC130062983,-
1,LOC130062984,-
1,LOC130062985,-
1,LOC130062986,-
1,LOC130062987,-
1,LOC130062988,-
1,LOC130062989,-
1,LOC130062990,-
1,LOC130062991,-
1,LOC130062992,-
1,LOC130062993,-
1,LOC130062994,-
1,LOC130062995,-
1,LOC130062996,-
1,LOC130062997,-
1,LOC130062998,-
1,LOC130062999,-
1,LOC130063000,-
1,LOC130063001,-
1,LOC130063002,-
1,LOC130063003,-
1,LOC130063004,-
1,LOC130063005,-
1,LOC130063006,-
1,LOC130063007,-
1,LOC130063008,-
1,LOC130063009,-
1,LOC130063010,-
1,LOC130063011,-
1,LOC130063012,-
1,LOC130063013,-
1,LOC130063014,-
1,LOC130063015,-
1,LOC130063016,-
1,LOC130063017,-
1,LOC130063018,-
1,LOC130063019,-
1,LOC130063020,-
1,LOC130063021,-
1,LOC130063022,-
1,LOC130063023,-
1,LOC130063024,-
1,LOC130063025,-
1,LOC130063026,-
1,LOC130063027,-
1,LOC130063028,-
1,LOC130063029,-
1,LOC130063030,-
1,LOC130063031,-
1,LOC130063032,-
1,LOC130063033,-
1,LOC130063034,-
1,LOC130063035,-
1,LOC130063036,-
1,LOC130063037,-
1,LOC130063038,-
1,LOC130063039,-
1,LOC130063040,-
1,LOC130063041,-
1,LOC130063042,-
1,LOC130063043,-
1,LOC130063044,-
1,LOC130063045,-
1,LOC130063046,-
1,LOC130063047,-
1,LOC130063048,-
1,LOC130063049,-
1,LOC130063050,-
1,LOC130063051,-
1,LOC130063052,-
1,LOC130063053,-
1,LOC130063054,-
1,LOC130063055,-
1,LOC130063056,-
1,LOC130063057,-
1,LOC130063058,-
1,LOC130063059,-
1,LOC130063060,-
1,LOC130063061,-
1,LOC130063062,-
1,LOC130063063,-
1,LOC130063064,-
1,LOC130063065,-
1,LOC130063066,-
1,LOC130063067,-
1,LOC130063068,-
1,LOC130063069,-
1,LOC130063070,-
1,LOC130063071,-
1,LOC130063072,-
1,LOC130063073,-
1,LOC130063074,-
1,LOC130063075,-
1,LOC130063076,-
1,LOC130063077,-
1,LOC130063078,-
1,LOC130063079,-
1,LOC130063080,-
1,LOC130063081,-
1,LOC130063082,-
1,LOC130063083,-
1,LOC130063084,-
1,LOC130063085,-
1,LOC130063086,-
1,LOC130063087,-
1,LOC130063088,-
1,LOC130063089,-
1,LOC130063090,-
1,LOC130063091,-
1,LOC130063092,-
1,LOC130063093,-
1,LOC130063094,-
1,LOC130063095,-
1,LOC130063096,-
1,LOC130063097,-
1,LOC130063098,-
1,LOC130063099,-
1,LOC130063100,-
1,LOC130063101,-
1,LOC130063102,-
1,LOC130063103,-
1,LOC130063104,-
1,LOC130063105,-
1,LOC130063106,-
1,LOC130063107,-
1,LOC130063108,-
1,LOC130063109,-
1,LOC130063110,-
1,LOC130063111,-
1,LOC130063112,-
1,LOC130063113,-
1,LOC130063114,-
1,LOC130063115,-
1,LOC130063116,-
1,LOC130063117,-
1,LOC130063118,-
1,LOC130063119,-
1,LOC130063120,-
1,LOC130063121,-
1,LOC130063122,-
1,LOC130063123,-
1,LOC130063124,-
1,LOC130063125,-
1,LOC130063126,-
1,LOC130063127,-
1,LOC130063128,-
1,LOC130063129,-
1,LOC130063130,-
1,LOC130063131,-
1,LOC130063132,-
1,LOC130063133,-
1,LOC130063134,-
1,LOC130063135,-
1,LOC130063136,-
1,LOC130063137,-
1,LOC130063138,-
1,LOC130063139,-
1,LOC130063140,-
1,LOC130063141,-
1,LOC130063142,-
1,LOC130063143,-
1,LOC130063144,-
1,LOC130063145,-
1,LOC130063146,-
1,LOC130063147,-
1,LOC130063148,-
1,LOC130063149,-
1,LOC130063150,-
1,LOC130063151,-
1,LOC130063152,-
1,LOC130063153,-
1,LOC130063154,-
1,LOC130063155,-
1,LOC130063156,-
1,LOC130063157,-
1,LOC130063158,-
1,LOC130063159,-
1,LOC130063160,-
1,LOC130063161,-
1,LOC130063162,-
1,LOC130063163,-
1,LOC130063164,-
1,LOC130063165,-
1,LOC130063166,-
1,LOC130063167,-
1,LOC130063168,-
1,LOC130063169,-
1,LOC130063170,-
1,LOC130063171,-
1,LOC130063172,-
1,LOC130063173,-
1,LOC130063174,-
1,LOC130063175,-
1,LOC130063176,-
1,LOC130063177,-
1,LOC130063178,-
1,LOC130063179,-
1,LOC130063180,-
1,LOC130063181,-
1,LOC130063182,-
1,LOC130063183,-
1,LOC130063184,-
1,LOC130063185,-
1,LOC130063186,-
1,LOC130063187,-
1,LOC130063188,-
1,LOC130063189,-
1,LOC130063190,-
1,LOC130063191,-
1,LOC130063192,-
1,LOC130063193,-
1,LOC130063194,-
1,LOC130063195,-
1,LOC130063196,-
1,LOC130063197,-
1,LOC130063198,-
1,LOC130063199,-
1,LOC130063200,-
1,LOC130063201,-
1,LOC130063202,-
1,LOC130063203,-
1,LOC130063204,-
1,LOC130063205,-
1,LOC130063206,-
1,LOC130063207,-
1,LOC130063208,-
1,LOC130063209,-
1,LOC130063210,-
1,LOC130063211,-
1,LOC130063212,-
1,LOC130063213,-
1,LOC130063214,-
1,LOC130063215,-
1,LOC130063216,-
1,LOC130063217,-
1,LOC130063218,-
1,LOC130063219,-
1,LOC130063220,-
1,LOC130063221,-
1,LOC130063222,-
1,LOC130063223,-
1,LOC130063224,-
1,LOC130063225,-
1,LOC130063226,-
1,LOC130063227,-
1,LOC130063228,-
1,LOC130063229,-
1,LOC130063230,-
1,LOC130063231,-
1,LOC130063232,-
1,LOC130063233,-
1,LOC130063234,-
1,LOC130063235,-
1,LOC130063236,-
1,LOC130063237,-
1,LOC130063238,-
1,LOC130063239,-
1,LOC130063240,-
1,LOC130063241,-
1,LOC130063242,-
1,LOC130063243,-
1,LOC130063244,-
1,LOC130063245,-
1,LOC130063246,-
1,LOC130063247,-
1,LOC130063248,-
1,LOC130063249,-
1,LOC130063250,-
1,LOC130063251,-
1,LOC130063252,-
1,LOC130063253,-
1,LOC130063254,-
1,LOC130063255,-
1,LOC130063256,-
1,LOC130063257,-
1,LOC130063258,-
1,LOC130063259,-
1,LOC130063260,-
1,LOC130063261,-
1,LOC130063262,-
1,LOC130063263,-
1,LOC130063264,-
1,LOC130063265,-
1,LOC130063266,-
1,LOC130063267,-
1,LOC130063268,-
1,LOC130063269,-
1,LOC130063270,-
1,LOC130063271,-
1,LOC130063272,-
1,LOC130063273,-
1,LOC130063274,-
1,LOC130063275,-
1,LOC130063276,-
1,LOC130063277,-
1,LOC130063278,-
1,LOC130063279,-
1,LOC130063280,-
1,LOC130063281,-
1,LOC130063282,-
1,LOC130063283,-
1,LOC130063284,-
1,LOC130063285,-
1,LOC130063286,-
1,LOC130063287,-
1,LOC130063288,-
1,LOC130063289,-
1,LOC130063290,-
1,LOC130063291,-
1,LOC130063292,-
1,LOC130063293,-
1,LOC130063294,-
1,LOC130063295,-
1,LOC130063296,-
1,LOC130063297,-
1,LOC130063298,-
1,LOC130063299,-
1,LOC130063300,-
1,LOC130063301,-
1,LOC130063302,-
1,LOC130063303,-
1,LOC130063304,-
1,LOC130063305,-
1,LOC130063306,-
1,LOC130063307,-
1,LOC130063308,-
1,LOC130063309,-
1,LOC130063310,-
1,LOC130063311,-
1,LOC130063312,-
1,LOC130063313,-
1,LOC130063314,-
1,LOC130063315,-
1,LOC130063316,-
1,LOC130063317,-
1,LOC130063318,-
1,LOC130063319,-
1,LOC130063320,-
1,LOC130063321,-
1,LOC130063322,-
1,LOC130063323,-
1,LOC130063324,-
1,LOC130063325,-
1,LOC130063326,-
1,LOC130063327,-
1,LOC130063328,-
1,LOC130063329,-
1,LOC130063330,-
1,LOC130063331,-
1,LOC130063332,-
1,LOC130063333,-
1,LOC130063334,-
1,LOC130063335,-
1,LOC130063336,-
1,LOC130063337,-
1,LOC130063338,-
1,LOC130063339,-
1,LOC130063340,-
1,LOC130063341,-
1,LOC130063342,-
1,LOC130063343,-
1,LOC130063344,-
1,LOC130063345,-
1,LOC130063346,-
1,LOC130063347,-
1,LOC130063348,-
1,LOC130063349,-
1,LOC130063350,-
1,LOC130063351,-
1,LOC130063352,-
1,LOC130063353,-
1,LOC130063354,-
1,LOC130063355,-
1,LOC130063356,-
1,LOC130063357,-
1,LOC130063358,-
1,LOC130063359,-
1,LOC130063360,-
1,LOC130063361,-
1,LOC130063362,-
1,LOC130063363,-
1,LOC130063364,-
1,LOC130063365,-
1,LOC130063366,-
1,LOC130063367,-
1,LOC130063368,-
1,LOC130063369,-
1,LOC130063370,-
1,LOC130063371,-
1,LOC130063372,-
1,LOC130063373,-
1,LOC130063374,-
1,LOC130063375,-
1,LOC130063376,-
1,LOC130063377,-
1,LOC130063378,-
1,LOC130063379,-
1,LOC130063380,-
1,LOC130063381,-
1,LOC130063382,-
1,LOC130063383,-
1,LOC130063384,-
1,LOC130063385,-
1,LOC130063386,-
1,LOC130063387,-
1,LOC130063388,-
1,LOC130063389,-
1,LOC130063390,-
1,LOC130063391,-
1,LOC130063392,-
1,LOC130063393,-
1,LOC130063394,-
1,LOC130063395,-
1,LOC130063396,-
1,LOC130063397,-
1,LOC130063398,-
1,LOC130063399,-
1,LOC130063400,-
1,LOC130063401,-
1,LOC130063402,-
1,LOC130063403,-
1,LOC130063404,-
1,LOC130063405,-
1,LOC130063406,-
1,LOC130063407,-
1,LOC130063408,-
1,LOC130063409,-
1,LOC130063410,-
1,LOC130063411,-
1,LOC130063412,-
1,LOC130063413,-
1,LOC130063414,-
1,LOC130063415,-
1,LOC130063416,-
1,LOC130063417,-
1,LOC130063418,-
1,LOC130063419,-
1,LOC130063420,-
1,LOC130063421,-
1,LOC130063422,-
1,LOC130063423,-
1,LOC130063424,-
1,LOC130063425,-
1,LOC130063426,-
1,LOC130063427,-
1,LOC130063428,-
1,LOC130063429,-
1,LOC130063430,-
1,LOC130063431,-
1,LOC130063432,-
1,LOC130063433,-
1,LOC130063434,-
1,LOC130063435,-
1,LOC130063436,-
1,LOC130063437,-
1,LOC130063438,-
1,LOC130063439,-
1,LOC130063440,-
1,LOC130063441,-
1,LOC130063442,-
1,LOC130063443,-
1,LOC130063444,-
1,LOC130063445,-
1,LOC130063446,-
1,LOC130063447,-
1,LOC130063448,-
1,LOC130063449,-
1,LOC130063450,-
1,LOC130063451,-
1,LOC130063452,-
1,LOC130063453,-
1,LOC130063454,-
1,LOC130063455,-
1,LOC130063456,-
1,LOC130063457,-
1,LOC130063458,-
1,LOC130063459,-
1,LOC130063460,-
1,LOC130063461,-
1,LOC130063462,-
1,LOC130063463,-
1,LOC130063464,-
1,LOC130063465,-
1,LOC130063466,-
1,LOC130063467,-
1,LOC130063468,-
1,LOC130063469,-
1,LOC130063470,-
1,LOC130063471,-
1,LOC130063472,-
1,LOC130063473,-
1,LOC130063474,-
1,LOC130063475,-
1,LOC130063476,-
1,LOC130063477,-
1,LOC130063478,-
1,LOC130063479,-
1,LOC130063480,-
1,LOC130063481,-
1,LOC130063482,-
1,LOC130063483,-
1,LOC130063484,-
1,LOC130063485,-
1,LOC130063486,-
1,LOC130063487,-
1,LOC130063488,-
1,LOC130063489,-
1,LOC130063490,-
1,LOC130063491,-
1,LOC130063492,-
1,LOC130063493,-
1,LOC130063494,-
1,LOC130063495,-
1,LOC130063496,-
1,LOC130063497,-
1,LOC130063498,-
1,LOC130063499,-
1,LOC130063500,-
1,LOC130063501,-
1,LOC130063502,-
1,LOC130063503,-
1,LOC130063504,-
1,LOC130063505,-
1,LOC130063506,-
1,LOC130063507,-
1,LOC130063508,-
1,LOC130063509,-
1,LOC130063510,-
1,LOC130063511,-
1,LOC130063512,-
1,LOC130063513,-
1,LOC130063514,-
1,LOC130063515,-
1,LOC130063516,-
1,LOC130063517,-
1,LOC130063518,-
1,LOC130063519,-
1,LOC130063520,-
1,LOC130063521,-
1,LOC130063522,-
1,LOC130063523,-
1,LOC130063524,-
1,LOC130063525,-
1,LOC130063526,-
1,LOC130063527,-
1,LOC130063528,-
1,LOC130063529,-
1,LOC130063530,-
1,LOC130063531,-
1,LOC130063532,-
1,LOC130063533,-
1,LOC130063534,-
1,LOC130063535,-
1,LOC130063536,-
1,LOC130063537,-
1,LOC130063538,-
1,LOC130063539,-
1,LOC130063540,-
1,LOC130063541,-
1,LOC130063542,-
1,LOC130063543,-
1,LOC130063544,-
1,LOC130063545,-
1,LOC130063546,-
1,LOC130063547,-
1,LOC130063548,-
1,LOC130063549,-
1,LOC130063550,-
1,LOC130063551,-
1,LOC130063552,-
1,LOC130063553,-
1,LOC130063554,-
1,LOC130063555,-
1,LOC130063556,-
1,LOC130063557,-
1,LOC130063558,-
1,LOC130063559,-
1,LOC130063560,-
1,LOC130063561,-
1,LOC130063562,-
1,LOC130063563,-
1,LOC130063564,-
1,LOC130063565,-
1,LOC130063566,-
1,LOC130063567,-
1,LOC130063568,-
1,LOC130063569,-
1,LOC130063570,-
1,LOC130063571,-
1,LOC130063572,-
1,LOC130063573,-
1,LOC130063574,-
1,LOC130063575,-
1,LOC130063576,-
1,LOC130063577,-
1,LOC130063578,-
1,LOC130063579,-
1,LOC130063580,-
1,LOC130063581,-
1,LOC130063582,-
1,LOC130063583,-
1,LOC130063584,-
1,LOC130063585,-
1,LOC130063586,-
1,LOC130063587,-
1,LOC130063588,-
1,LOC130063589,-
1,LOC130063590,-
1,LOC130063591,-
1,LOC130063592,-
1,LOC130063593,-
1,LOC130063594,-
1,LOC130063595,-
1,LOC130063596,-
1,LOC130063597,-
1,LOC130063598,-
1,LOC130063599,-
1,LOC130063600,-
1,LOC130063601,-
1,LOC130063602,-
1,LOC130063603,-
1,LOC130063604,-
1,LOC130063605,-
1,LOC130063606,-
1,LOC130063607,-
1,LOC130063608,-
1,LOC130063609,-
1,LOC130063610,-
1,LOC130063611,-
1,LOC130063612,-
1,LOC130063613,-
1,LOC130063614,-
1,LOC130063615,-
1,LOC130063616,-
1,LOC130063617,-
1,LOC130063618,-
1,LOC130063619,-
1,LOC130063620,-
1,LOC130063621,-
1,LOC130063622,-
1,LOC130063623,-
1,LOC130063624,-
1,LOC130063625,-
1,LOC130063626,-
1,LOC130063627,-
1,LOC130063628,-
1,LOC130063629,-
1,LOC130063630,-
1,LOC130063631,-
1,LOC130063632,-
1,LOC130063633,-
1,LOC130063634,-
1,LOC130063635,-
1,LOC130063636,-
1,LOC130063637,-
1,LOC130063638,-
1,LOC130063639,-
1,LOC130063640,-
1,LOC130063641,-
1,LOC130063642,-
1,LOC130063643,-
1,LOC130063644,-
1,LOC130063645,-
1,LOC130063646,-
1,LOC130063647,-
1,LOC130063648,-
1,LOC130063649,-
1,LOC130063650,-
1,LOC130063651,-
1,LOC130063652,-
1,LOC130063653,-
1,LOC130063654,-
1,LOC130063655,-
1,LOC130063656,-
1,LOC130063657,-
1,LOC130063658,-
1,LOC130063659,-
1,LOC130063660,-
1,LOC130063661,-
1,LOC130063662,-
1,LOC130063663,-
1,LOC130063664,-
1,LOC130063665,-
1,LOC130063666,-
1,LOC130063667,-
1,LOC130063668,-
1,LOC130063669,-
1,LOC130063670,-
1,LOC130063671,-
1,LOC130063672,-
1,LOC130063673,-
1,LOC130063674,-
1,LOC130063675,-
1,LOC130063676,-
1,LOC130063677,-
1,LOC130063678,-
1,LOC130063679,-
1,LOC130063680,-
1,LOC130063681,-
1,LOC130063682,-
1,LOC130063683,-
1,LOC130063684,-
1,LOC130063685,-
1,LOC130063686,-
1,LOC130063687,-
1,LOC130063688,-
1,LOC130063689,-
1,LOC130063690,-
1,LOC130063691,-
1,LOC130063692,-
1,LOC130063693,-
1,LOC130063694,-
1,LOC130063695,-
1,LOC130063696,-
1,LOC130063697,-
1,LOC130063698,-
1,LOC130063699,-
1,LOC130063700,-
1,LOC130063701,-
1,LOC130063702,-
1,LOC130063703,-
1,LOC130063704,-
1,LOC130063705,-
1,LOC130063706,-
1,LOC130063707,-
1,LOC130063708,-
1,LOC130063709,-
1,LOC130063710,-
1,LOC130063711,-
1,LOC130063712,-
1,LOC130063713,-
1,LOC130063714,-
1,LOC130063715,-
1,LOC130063716,-
1,LOC130063717,-
1,LOC130063718,-
1,LOC130063719,-
1,LOC130063720,-
1,LOC130063721,-
1,LOC130063722,-
1,LOC130063723,-
1,LOC130063724,-
1,LOC130063725,-
1,LOC130063726,-
1,LOC130063727,-
1,LOC130063728,-
1,LOC130063729,-
1,LOC130063730,-
1,LOC130063731,-
1,LOC130063732,-
1,LOC130063733,-
1,LOC130063734,-
1,LOC130063735,-
1,LOC130063736,-
1,LOC130063737,-
1,LOC130063738,-
1,LOC130063739,-
1,LOC130063740,-
1,LOC130063741,-
1,LOC130063742,-
1,LOC130063743,-
1,LOC130063744,-
1,LOC130063745,-
1,LOC130063746,-
1,LOC130063747,-
1,LOC130063748,-
1,LOC130063749,-
1,LOC130063750,-
1,LOC130063751,-
1,LOC130063752,-
1,LOC130063753,-
1,LOC130063754,-
1,LOC130063755,-
1,LOC130063756,-
1,LOC130063757,-
1,LOC130063758,-
1,LOC130063759,-
1,LOC130063760,-
1,LOC130063761,-
1,LOC130063762,-
1,LOC130063763,-
1,LOC130063764,-
1,LOC130063765,-
1,LOC130063766,-
1,LOC130063767,-
1,LOC130063768,-
1,LOC130063769,-
1,LOC130063770,-
1,LOC130063771,-
1,LOC130063772,-
1,LOC130063773,-
1,LOC130063774,-
1,LOC130063775,-
1,LOC130063776,-
1,LOC130063777,-
1,LOC130063778,-
1,LOC130063779,-
1,LOC130063780,-
1,LOC130063781,-
1,LOC130063782,-
1,LOC130063783,-
1,LOC130063784,-
1,LOC130063785,-
1,LOC130063786,-
1,LOC130063787,-
1,LOC130063788,-
1,LOC130063789,-
1,LOC130063790,-
1,LOC130063791,-
1,LOC130063792,-
1,LOC130063793,-
1,LOC130063794,-
1,LOC130063795,-
1,LOC130063796,-
1,LOC130063797,-
1,LOC130063798,-
1,LOC130063799,-
1,LOC130063800,-
1,LOC130063801,-
1,LOC130063802,-
1,LOC130063803,-
1,LOC130063804,-
1,LOC130063805,-
1,LOC130063806,-
1,LOC130063807,-
1,LOC130063808,-
1,LOC130063809,-
1,LOC130063810,-
1,LOC130063811,-
1,LOC130063812,-
1,LOC130063813,-
1,LOC130063814,-
1,LOC130063815,-
1,LOC130063816,-
1,LOC130063817,-
1,LOC130063818,-
1,LOC130063819,-
1,LOC130063820,-
1,LOC130063821,-
1,LOC130063822,-
1,LOC130063823,-
1,LOC130063824,-
1,LOC130063825,-
1,LOC130063826,-
1,LOC130063827,-
1,LOC130063828,-
1,LOC130063829,-
1,LOC130063830,-
1,LOC130063831,-
1,LOC130063832,-
1,LOC130063833,-
1,LOC130063834,-
1,LOC130063835,-
